Calculated pChEMBL,SMILES,old/new
6.13,COc1ccc(-c2ncc(OCC3CCNCC3)cc2-c2ccc(C#N)cc2)cc1,old
7.24,N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2-c2ccc(C(F)(F)F)cc2)cc1,old
4.32,c1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccccc2)cc1,old
6.7,CCc1ccc(-c2ncc(OCC3CCNCC3)cc2-c2ccc(C#N)cc2)cc1,old
6.66,N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2-c2ccc(F)cc2)cc1,old
5.92,N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2-c2ccc(F)cc2F)cc1,old
5.92,Cc1ccc(-c2ncc(NCC3CCCNC3)cc2-c2ccc(C#N)cc2)cc1,old
6.1,Cc1cccc(-c2ncc(OCC3CCNCC3)cc2-c2ccc(C#N)cc2)c1,old
6.39,O=C(N[C@@H](CCCCNC1CC1c1ccccc1)C(=O)NCc1ccc(Cl)cc1)c1ccc(-c2ccccc2)cc1,old
6.24,O=C(N[C@@H](CCCCNC1CC1c1ccccc1)C(=O)NCc1cccc(C(F)(F)F)c1)c1ccc(-c2ccccc2)cc1,old
6.32,O=C(N[C@@H](CCCCNC1CC1c1ccccc1)C(=O)NCc1ccccc1)c1ccc(-c2ccccc2)cc1,old
6.68,Cc1sc(C(=O)Nc2cnn(C)c2)cc1[C@@H]1C[C@H]1NCC1CC1,old
6.62,Cc1nnc(NC(=O)c2cc([C@@H]3C[C@H]3NCC3CC3)cs2)s1,old
6.74,Cc1nnc(NC(=O)c2cc([C@@H]3C[C@H]3NCC3CC3)c(C)s2)s1,old
6.64,Cc1nnc(NC(=O)c2cc([C@@H]3C[C@H]3NC3CCC3)cs2)s1,old
5.94,O=C(O)c1ccc(CN2CCC(CN[C@H]3C[C@@H]3c3ccccc3)CC2)cc1,old
7.49,N[C@H]1CC[C@H](N[C@@H]2C[C@H]2c2ccccc2)CC1,old
7.23,NNCCc1ccc(NC(=O)CCCc2ccccc2)cc1,old
6.35,O=C(N[C@@H](CCCCN[C@@H]1C[C@H]1c1ccccc1)C(=O)NCc1cccc(Cl)c1)c1ccc(-c2ccccc2)cc1,old
8.22,CN1CCC(CN[C@@H]2C[C@H]2c2ccccc2)CC1,old
5.74,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)N)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](C)C(N)=O,old
5.99,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(N)=O)C(C)C,old
5,CSCCc1nc(-c2cc(N)ccc2Cl)oc1C,old
6.62,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)C(C)C)C(C)C)[C@@H](C)O)C(C)C,old
5.1,CC(C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1)[C@@H](C)O)C(N)=O,old
6.22,O=C(O)c1ccc(CN2CCC(CN[C@@H]3C[C@H]3c3ccccc3)CC2)cc1,old
8.22,c1ccc(CN2CCC(CN[C@@H]3C[C@H]3c3ccccc3)CC2)cc1,old
6.68,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)O)C(C)C,old
4.66,C/C(=C\CC/C(C)=C/C(=O)O)CC/C=C(\C)CCCC(C)C,old
5.62,Cc1ccc(NC(=O)CCC(=O)OCC(=O)c2ccc(-c3ccccc3)cc2)cc1Cl,old
4.67,CC(C)(C)OC(=O)N[C@@H]1C[C@H]1c1ccc(OC(=O)OC(C)(C)C)cc1,old
4.05,O=S(=O)(c1ccc2[nH]c(Nc3cc(Cl)ccc3O)nc2c1)N1CCOCC1,old
5.59,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(N)=O)C(C)C,old
4.55,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1)C(=O)N[C@H](C(N)=O)C(C)C,old
8.3,c1ccc([C@@H]2C[C@H]2NCC2CCNCC2)cc1,old
7.15,CC(C)S(=O)(=O)Nc1cccc(-c2ccc([C@H]3C[C@@H]3N)cc2)c1,old
6.12,N=C(NCCCNCCCCCCCNCCCNC(=N)NC(=N)NCCC(c1ccccc1)c1ccccc1)NC(=N)NCCC(c1ccccc1)c1ccccc1,old
5.5,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](OC(=O)Cn5cc(CN6C(=O)C(=O)c7c(Cl)ccc(Cl)c76)nn5)CC[C@@]43C)[C@@H]1CCC2=O,old
4.56,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]2CCCN2C(=O)OCCSSCCOC(=O)NCCCC[C@@H](C(=O)N2CCC[C@H]2C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C(C)C)NC1=O,old
7.39,NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(O)c3)s2)CC1,old
7.61,NC1CCC(N[C@@H]2C[C@H]2c2ccccc2)CC1,old
7.35,NC1CCC(N[C@H]2C[C@]2(F)c2ccccc2)CC1,old
7.05,N[C@H]1CC[C@H](N[C@@H]2C[C@H]2c2ccc(-c3cccc(C(F)(F)F)c3)cc2)CC1,old
7.68,NC1CCC(NC2CC2c2ccc3ccccc3c2)CC1,old
7.43,NC1CCC(NC2CC2c2ccc(C(F)(F)F)cc2)CC1,old
6.64,NC1CCC(N[C@H]2C[C@@H]2c2ccccc2)CC1,old
7.57,Cc1ccccc1C1CC1NC1CCC(N)CC1,old
7.49,NC1CCC(N[C@H]2C[C@@H]2c2cnc(-c3cccc(O)c3)s2)CC1,old
7.1,N#Cc1ccccc1S(=O)(=O)Nc1cccc(-c2ncc([C@H]3C[C@@H]3NC3CCC(N)CC3)s2)c1,old
7.44,COc1ccc(C2CC2NC2CCC(N)CC2)cc1,old
7.46,NC1CCC(NC2CC2c2ccccc2F)CC1,old
4.66,NC1CCC(N[C@H]2C[C@@]2(F)c2ccccc2)CC1,old
7.33,CC1(c2ccccc2)CC1NC1CCC(N)CC1,old
7.43,NC1CCC(NC2CC2c2ccc(F)c(F)c2)CC1,old
7.28,N[C@H]1CC[C@@H](N[C@@H]2C[C@H]2c2ccc(-c3cccc(C(F)(F)F)c3)cc2)CC1,old
5.17,NC1CCC(NC2CC2c2ccc(O)cc2)CC1,old
7.47,NC1CCC(N[C@H]2C[C@@H]2c2cncs2)CC1,old
4.59,N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1,old
4.1,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,old
6.68,N/C(=N\O)c1cccc(/C=C/c2ccc(O)cc2)c1,old
7.52,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CO)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O)[C@@H](C)O,old
5.75,CN(C)C(=O)COc1cc(C(=O)N2CCC[C@@H](N)C2)nn1-c1ccc(C#N)cc1,old
5.19,CCCn1c(S)nc2c1c(=O)[nH]c(=O)n2C,old
5.44,N/C(=N\O)c1cccc(/C=C/c2ccncc2)c1,old
6.52,Cc1cc(COc2cc(C(=O)N3CCC(N)CC3)nn2-c2ccc(C#N)cc2)on1,old
5.48,COc1ccc([C@@H]2CN(C(=O)C[C@H]3CC[C@@H](N)CC3)C[C@H]2c2ccc(C#N)cc2)cn1,old
5.51,CC(=O)N1CCc2cc(S(=O)(=O)N(CC(=O)N3CCC(N)CC3)c3ccc(C#N)cc3)ccc21,old
6.1,N[C@H]1C[C@]1(F)c1ccc(S(F)(F)(F)(F)F)cc1,old
5.29,Cc1ccc(S(=O)(=O)N(CC(=O)N2CCC(N)CC2)c2ccc(C#N)cc2)cc1,old
6.37,COc1cc(NS(=O)(=O)c2ccc3c(c2)cc(C)c(=O)n3C)ccc1-n1nc(C)cc1C,old
5.4,N#Cc1ccc(-n2nc(C(=O)N3CCC[C@@H](N)C3)cc2OC[C@@H]2CCC(=O)N2)cc1,old
6.14,CCCSc1nc(Sc2ccccn2)c2nnn(CCc3cccs3)c2n1,old
6.89,Cn1ncc2cc([C@@H]3CN(C(=O)[C@H]4CC[C@H](CN)CC4)C[C@H]3c3ccc(C#N)cc3)ccc21,old
4.28,COc1ccc([C@@H]2C(=O)N([C@H]3CC[C@H](N)CC3)[C@H]2c2ccc(C#N)cc2)cc1,old
6.75,N#Cc1ccc(-n2nc(C(=O)N3CCC[C@@H](N)C3)cc2OCC(O)C(F)(F)F)cc1,old
6.72,CN[C@@H]1CCCN(C(=O)c2cc(OCc3cc(C)no3)n(-c3ccc(C#N)cc3)n2)C1,old
6.7,Cc1ccc(CN(CC(=O)N2CCC(CN)CC2)c2ccc(C#N)cc2)cc1,old
6.12,CCCSc1nc(Sc2ccccn2)c2nnn(Cc3ccco3)c2n1,old
6.37,Cc1cc(COc2cc(C(=O)N3C[C@@H]4CCCN[C@@H]4C3)nn2-c2ccc(C#N)cc2)on1,old
6.17,C#CCSc1nc(Sc2ccccn2)c2nnn(Cc3ccccc3)c2n1,old
6.13,N/C(=N\O)c1ccc(/C=C/c2ccc(O)c(O)c2)cc1,old
6.48,N/C(=N\O)c1cccc(/C=C/c2ccc(O)c(O)c2)c1,old
4.75,N#Cc1ccc(-n2nc(C(=O)N3CCC[C@@H](N)C3)cc2OCC(N)=O)cc1,old
6.06,N#Cc1ccc(N(CC(=O)N2CCC(CN)CC2)Cc2ccc(F)cc2)cc1,old
7.4,Cc1ccc([C@@H]2CN(C(=O)[C@H]3CC[C@H](CN)CC3)C[C@H]2c2ccc(C#N)cc2)cc1,old
6.91,N/C(=N\O)c1ccc(/C=C/c2cc(O)c(O)cc2Br)cc1,old
5.11,Cc1ccc(S(=O)(=O)N(CC(=O)N[C@H]2CN3CCC2CC3)c2ccc(C#N)cc2)cc1,old
5.11,Cc1ccc(S(=O)(=O)N(CC(=O)N2CCC(N(C)C)CC2)c2ccc(C#N)cc2)cc1,old
5.8,COc1cc(NS(=O)(=O)c2ccc3c(c2)CCN3C(C)=O)ccc1-n1nc(C)cc1C,old
6.07,N#Cc1ccc(-n2nc(C(=O)N3CCC[C@@H](N)C3)cc2OCC(=O)N2CCOCC2)cc1,old
7.3,CC(C)c1cc(COc2cc(C(=O)N3CCC[C@@H](N)C3)nn2-c2ccc(C#N)cc2)on1,old
7.04,Cc1cc(COc2cc(C(=O)N3CC[C@H](N)C3)nn2-c2ccc(C#N)cc2)on1,old
6.02,CCCSc1nc(Sc2ccccn2)c2nnn(CC(C)C)c2n1,old
6.18,N#Cc1ccc(N(CC(=O)N2CCC(CN)CC2)Cc2ccc(C(N)=O)cc2)cc1,old
5.77,Cn1ncc2cc([C@@H]3CN(C(=O)[C@H]4CC[C@@H](N)CC4)C[C@H]3c3ccc(C#N)cc3)ccc21,old
5.04,N[C@H]1C[C@@]1(F)c1cccc(C(F)(F)F)c1,old
6.16,Cc1cc(COc2cc(C(=O)N3CCC[C@@H](N)C3)nn2-c2ccc(C#N)cc2)on1,old
4.7,Cn1cc2cc(N(CC(=O)N3CCC[C@@H](N)C3)S(=O)(=O)c3ccc(C#N)cc3)ccc2n1,old
6.62,Cc1cc(COc2cc(C(=O)N3CCC[C@@H](N)C3)nn2-c2ccc(C#N)cc2)n(C)n1,old
6.42,Cc1cc(COc2cc(C(=O)N3C[C@H]4CCCN[C@H]4C3)nn2-c2ccc(C#N)cc2)on1,old
5.01,Cc1ccc(S(=O)(=O)N(CC(=O)N2CC[C@@H](N)C2)c2ccc(C#N)cc2)cc1,old
5.59,N#Cc1ccc(N(CC(=O)N2CCC(N)CC2)Cc2ccccc2)cc1,old
5.97,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2ccc(C(C)C)cc2)n1,old
5.09,N[C@H]1C[C@]1(F)c1cccc(C(F)(F)F)c1,old
4.76,Cc1ccc(S(=O)(=O)N(CC(=O)N2CCC[C@H](N)C2)c2ccc(C#N)cc2)cc1,old
6.06,CNC[C@H]1CC[C@H](C(=O)N2C[C@@H](c3ccc(C#N)cc3)[C@H](c3ccc4c(cnn4C)c3)C2)CC1,old
5.77,Cc1ccc([C@@H]2CN(C(=O)[C@@H]3CCC[C@@H](N)C3)C[C@H]2c2ccc(C#N)cc2)cc1,old
6.3,COc1ccc(CN(CC(=O)N2CCC(N)CC2)c2ccc(C#N)cc2)cc1F,old
6.15,Cc1cc(COc2cc(C(=O)N3CCCC(N4CCCC4)C3)nn2-c2ccc(C#N)cc2)on1,old
6.41,N/C(=N\O)c1ccc(/C=C/c2ccc(O)cc2)cc1,old
5.85,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)N)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCNC(=O)CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O)[C@@H](C)O,old
5.17,N[C@H]1C[C@]1(F)c1cccc(F)c1,old
5.59,N/C(=N\O)c1cccc(/C=C/c2cc(O)cc(O)c2)c1,old
6.33,Cc1ccc([C@@H]2CN(C(=O)C[C@H]3CC[C@H](N)CC3)C[C@H]2c2ccc(C#N)cc2)cc1,old
6.32,Cc1cc(COc2cc(C(=O)N3CCC(CN)CC3)nn2-c2ccc(C#N)cc2)on1,old
5.11,Cc1ccc(S(=O)(=O)N(CC(=O)N2C[C@@H]3C[C@H]2CN3)c2ccc(C#N)cc2)cc1,old
5.2,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCO)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(=O)[C@@H](N)CCO)C(N)=O)[C@@H](C)O)[C@@H](C)O,old
5.41,Cc1ccc(S(=O)(=O)N(CC(=O)N2CCC(C)(N)CC2)c2ccc(C#N)cc2)cc1,old
5.39,N[C@H]1C[C@@]1(F)c1cccc(F)c1,old
5,CC(Oc1cc(C(=O)N2CCC[C@@H](N)C2)nn1-c1ccc(C#N)cc1)C(N)=O,old
6.21,COc1ccc(CN(CC(=O)N2CCC(F)(CN)CC2)c2ccc(C#N)cc2)cc1F,old
6.94,Cc1ccc(-c2ncc(OC[C@H]3CCNC3)cc2-c2ccc(C#N)cc2)cc1,old
5.27,COc1ccc([C@@H]2CN(C(=O)CC3CCCNC3)C[C@H]2c2ccc(C#N)cc2)cn1,old
6.36,Cn1cnc(COc2cc(C(=O)N3CCC[C@@H](N)C3)nn2-c2ccc(C#N)cc2)n1,old
6.54,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CO)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CCCCNC(=O)[C@@H](N)CO)C(N)=O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O,old
4.96,Cc1ccc(S(=O)(=O)N(CC(=O)NC2CCNCC2)c2ccc(C#N)cc2)cc1,old
6.16,CCCSc1nc(Sc2ccccn2)c2nnn(Cc3ccccc3)c2n1,old
6.47,Cc1ccc([C@@H]2CN(C(=O)CC3CCCNC3)C[C@H]2c2ccc(C#N)cc2)cc1,old
6.06,Cc1ccc(CN(CC(=O)N2CCC(N)CC2)c2ccc(C#N)cc2)cc1,old
6.84,CC(C)(O)CCOc1cc(C(=O)N2CCC[C@@H](N)C2)nn1-c1ccc(C#N)cc1,old
6.94,Cc1cc(COc2cc(C(=O)N3CCC[C@H](N)C3)nn2-c2ccc(C#N)cc2)on1,old
4.52,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1O,old
5.92,COc1cccc([C@@]2(F)C[C@@H]2N)c1,old
6.25,Cc1cc(NNC(=O)c2cnccn2)n2nc(SCc3nc4ccccc4[nH]3)nc2n1,old
6.71,N/C(=N\O)c1cccc(/C=C/c2cc(O)c(O)cc2F)c1,old
6.42,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CO)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCNC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O)[C@@H](C)O,old
4.58,C#CCSc1nc(Cl)c(C#N)c(-c2ccc(C(C)C)cc2)n1,old
6.25,c1ccc(CSc2nc(Sc3ccccn3)c3nnn(Cc4ccccc4)c3n2)cc1,old
7.4,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)N)[C@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(N)=O)[C@H](C)O)[C@H](C)O,old
5.87,Cc1cc(COc2cc(C(=O)N3CC[C@@H](F)[C@@H](N)C3)nn2-c2ccc(C#N)cc2)on1,old
6.61,N/C(=N\O)c1cccc(/C=C/c2ccc(O)c(F)c2)c1,old
6.06,CC(O)COc1cc(C(=O)N2CCC[C@@H](N)C2)nn1-c1ccc(C#N)cc1,old
6.75,CNC[C@H]1CC[C@H](C(=O)N2C[C@@H](c3ccc(C)cc3)[C@H](c3ccc(C#N)cc3)C2)CC1,old
6.71,N/C(=N\O)c1ccc(/C=C/c2cc(O)c(O)cc2F)cc1,old
4.05,Cc1ccc(S(=O)(=O)N(CC(=O)Nc2cccnc2)c2ccc(C#N)cc2)cc1,old
6.12,Cc1nnc(COc2cc(C(=O)N3CCC[C@@H](N)C3)nn2-c2ccc(C#N)cc2)o1,old
5.49,Cn1ncc2cc([C@@H]3CN(C(=O)c4ccc(CN)cc4)C[C@H]3c3ccc(C#N)cc3)ccc21,old
5.42,CC(=O)N1CCc2cc(S(=O)(=O)N(CC(=O)N3CCC[C@@H](N)C3)c3ccc(C#N)cc3)ccc21,old
5.94,CCCSc1nc(Sc2ccccn2)c2nnn(C3CCCC3)c2n1,old
5.84,COc1ccc(CN(CC(=O)N2CCC(CN)CC2)c2ccc(C#N)cc2)cc1F,old
5.31,C#CCSc1nc(NNC(N)=O)c(C#N)c(-c2ccc(C(C)C)cc2)n1,old
6.46,N#Cc1ccc(N(CC(=O)N2CCC(CN)CC2)Cc2ccc(Cl)cc2)cc1,old
5.84,Cn1ncnc1COc1cc(C(=O)N2CCC[C@@H](N)C2)nn1-c1ccc(C#N)cc1,old
6.43,Cc1cc(COc2cc(C(=O)N3CCCC(N(C)C)C3)nn2-c2ccc(C#N)cc2)on1,old
5.58,CCCSc1nc(Sc2ccccn2)c2nnn(CCO)c2n1,old
6.17,CCN(CC)C1CCN(C(=O)c2cc(OCc3cc(C)no3)n(-c3ccc(C#N)cc3)n2)C1,old
5.01,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)N)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCNC(=O)CO)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O)[C@@H](C)O,old
5.04,Cc1ccc(S(=O)(=O)N(CC(=O)N2CCC[C@@H](N)C2)c2ccc(C#N)cc2)cc1,old
5.62,Cc1ccc([C@@H]2CN(C(=O)C3CCNCC3)C[C@H]2c2ccc(C#N)cc2)cc1,old
5.43,N#Cc1ccc(N(CC(=O)N2CCC(N)CC2)Cc2ccc(C#N)c(F)c2)cc1,old
6.81,Cc1cc(NNC(N)=S)n2nc(SCc3ccccc3)nc2n1,old
5.17,N[C@H]1C[C@]1(F)c1cccc([N+](=O)[O-])c1,old
6.15,N#Cc1ccc(N(CC(=O)N2CCC(CN)CC2)Cc2cccc(C(N)=O)c2)cc1,old
5.92,Cc1cc(NNC(=O)c2cnccn2)n2nc(SCc3ccccc3)nc2n1,old
6.92,N/C(=N\O)c1cccc(/C=C/c2cc(O)c(O)cc2Br)c1,old
5.02,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(C#N)cc2)cc1,old
5.62,N#Cc1ccc(-n2nc(C(=O)N3CCC[C@@H](N)C3)cc2OC[C@H]2CCC(=O)N2)cc1,old
6.43,Cc1ccc([C@@H]2CN(C(=O)C[C@H]3CC[C@@H](N)CC3)C[C@H]2c2ccc(C#N)cc2)cc1,old
6.07,N#Cc1ccc(-n2nc(C(=O)N3CCC[C@@H](N)C3)cc2OCc2ccccn2)cc1,old
5.05,Cc1ccc(S(=O)(=O)N(CC(=O)N[C@@H]2CN3CCC2CC3)c2ccc(C#N)cc2)cc1,old
6.68,CCc1cc(COc2cc(C(=O)N3CCC[C@@H](N)C3)nn2-c2ccc(C#N)cc2)on1,old
6.11,Cc1cc(COc2cc(C(=O)N3CC[C@@H](N)C3)nn2-c2ccc(C#N)cc2)on1,old
5.51,Cn1ncc2cc([C@@H]3CN(C(=O)[C@H]4CC[C@H](N)CC4)C[C@H]3c3ccc(C#N)cc3)ccc21,old
5.28,CNC1CCN(C(=O)CN(c2ccc(C#N)cc2)S(=O)(=O)c2ccc(C)cc2)CC1,old
4.86,Cc1ccc(S(=O)(=O)N(CC(=O)N2CC[C@H](N)C2)c2ccc(C#N)cc2)cc1,old
6.58,COc1ccc(CN(CC(=O)N2CCC3(CC2)CNC3)c2ccc(C#N)cc2)cc1F,old
6.42,Cn1ncc2cc(CN(CC(=O)N3CCC(N)CC3)c3ccc(C#N)cc3)ccc21,old
6.67,Cc1nc(COc2cc(C(=O)N3CCC[C@@H](N)C3)nn2-c2ccc(C#N)cc2)no1,old
