,,,,Calculated pChEMBL,SMILES,
1159,41.92033,10.874677,new,6.015472687,O=C(NC(NC1=NC=CC=C1)=O)CN(N=N2)C=C2CSC3=NC(NC4=CC=C(Cl)C=C4)=C(C#N)C(C5=CC(OC)=C(OC)C(OC)=C5)=N3,2
1160,41.94662,10.729257,new,6.197226275,O=C(NC(NC1=NC=CC=C1)=O)CN(N=N2)C=C2CSC3=NC(NC4=CC(Cl)=CC=C4)=C(C#N)C(C5=CC(OC)=C(OC)C(OC)=C5)=N3,2
1161,40.73388,12.198014,new,5.90868484,O=C(NC(NC1=NC=CC=C1)=O)CN(N=N2)C=C2CSC3=NC(NC4=CC=C(C(C)C)C=C4)=C(C#N)C(C5=CC=C(Cl)C=C5)=N3,2
1162,39.92238,12.467881,new,5.869344651,O=C(NC(NC1=NC=CC=C1)=O)CN(N=N2)C=C2CSC3=NC(NC4=CC=C(C(C)C)C=C4)=C(C#N)C(C5=CC=C(Br)C=C5)=N3,2
1163,-14.160492,13.4945,new,4.822175028,O=S(C1C[C@@H]2C(C3=CC=C(O)C=C3)=C(C4=CC=C(O)C=C4)[C@H]1O2)(OC5=CC(C=CC=C6)=C6C=C5)=O,2
1164,-13.706002,13.644994,new,4.863913903,O=S(C1C[C@@H]2C(C3=CC=C(O)C=C3)=C(C4=CC=C(O)C=C4)[C@H]1O2)(OC5=CC(OC(C=C6C)=O)=C6C=C5)=O,2
1165,-14.415036,12.694646,new,5.809668302,O=S(C1C[C@@H]2C(C3=CC=C(O)C=C3)=C(C4=CC=C(O)C=C4)[C@H]1O2)(OC5=NC(F)=CC=C5)=O,2
1166,-14.500391,12.755657,new,5.389339837,O=S(C1C[C@@H]2C(C3=CC=C(O)C=C3)=C(C4=CC=C(O)C=C4)[C@H]1O2)(OC5=NC(Cl)=CC=C5)=O,2
1167,-14.377027,12.68114,new,5.227678293,O=S(C1C[C@@H]2C(C3=CC=C(O)C=C3)=C(C4=CC=C(O)C=C4)[C@H]1O2)(OC5=NC(Br)=CC=C5)=O,2
1168,-14.676843,13.707047,new,5.14691047,O=S(C1C[C@@H]2C(C3=CC=C(O)C=C3)=C(C4=CC=C(O)C=C4)[C@H]1O2)(OC5=C(Cl)N=CC=C5)=O,2
1169,-14.396451,13.543585,new,4.91150953,O=S(C1C[C@@H]2C(C3=CC=C(O)C=C3)=C(C4=CC=C(O)C=C4)[C@H]1O2)(OC5=C(Br)N=CC=C5)=O,2
1170,-14.41774,13.366787,new,4.738261453,O=S(C1C[C@@H]2C(C3=CC=C(O)C=C3)=C(C4=CC=C(O)C=C4)[C@H]1O2)(OC5=CN=CC(F)=C5)=O,2
1171,-16.106573,12.242548,new,4.523023534,O=S(C1C[C@@H]2C(C3=CC=C(O)C=C3)=C(C4=CC=C(O)C=C4)[C@H]1O2)(NC5=C(C(OC)=O)C=CC=C5)=O,2
1172,-16.10881,12.247438,new,4.880744111,O=S(C1C[C@@H]2C(C3=CC=C(O)C=C3)=C(C4=CC=C(O)C=C4)[C@H]1O2)(NC5=CC=C(C(OC)=O)C=C5)=O,2
1173,-15.192981,14.359767,new,4.760200182,OC(C=C1)=CC=C1C2=C(C3=CC=C(O)C=C3)[C@@H]4C(C(OC5=C(Cl)N=CC=C5)=O)C[C@H]2O4,2
1174,-37.026318,15.53233,new,7.162411562,OC1=C2C(OC(C(N/N=C/C3=CC=CC=C3O)=O)=C2C)=CC=C1,2
1175,-36.95849,16.091572,new,7.55129368,OC1=C2C(OC(C(N/N=C/C3=CC=CC(O)=C3O)=O)=C2C)=CC=C1,2
1176,-37.115746,15.575314,new,7.850780887,OC1=C2C(OC(C(N/N=C/C3=CC=C(O)C=C3O)=O)=C2C)=CC=C1,2
1177,-36.475296,15.52438,new,7.259637311,OC1=C2C(OC(C(N/N=C/C3=CC(O)=CC=C3O)=O)=C2C)=CC=C1,2
1178,-37.014942,16.320734,new,8.142667504,OC1=C2C(OC(C(N/N=C/C3=CC=C(O)C(O)=C3O)=O)=C2C)=CC=C1,2
1179,-37.583546,15.881228,new,7.49757288,OC1=C2C(OC(C(N/N=C/C3=CC=CC(F)=C3O)=O)=C2C)=CC=C1,2
1180,-37.589737,16.098358,new,7.235973392,OC1=C2C(OC(C(N/N=C/C3=CC(F)=CC=C3O)=O)=C2C)=CC=C1,2
1181,-37.846313,15.4842415,new,7.830325566,OC1=C2C(OC(C(N/N=C/C3=C(F)C=CC=C3O)=O)=C2C)=CC=C1,2
1182,-36.724747,14.856341,new,7.504455662,OC1=C2C(OC(C(N/N=C/C3=CC(Cl)=CC=C3O)=O)=C2C)=CC=C1,2
1183,-37.394375,14.801159,new,7.586700236,OC1=C2C(OC(C(N/N=C/C3=C(Cl)C=CC=C3O)=O)=C2C)=CC=C1,2
1184,-36.544395,14.815184,new,7.226945307,OC1=C2C(OC(C(N/N=C/C3=CC(Cl)=CC(Cl)=C3O)=O)=C2C)=CC=C1,2
1185,-36.179768,16.020065,new,7.283162277,OC1=C2C(OC(C(N/N=C/C3=CC=CC(Br)=C3O)=O)=C2C)=CC=C1,2
1186,-36.511726,16.297527,new,7.568636236,OC1=C2C(OC(C(N/N=C/C3=CC=C(Br)C=C3O)=O)=C2C)=CC=C1,2
1187,-36.581844,15.529867,new,7.625251654,OC1=C2C(OC(C(N/N=C/C3=CC(C)=CC=C3O)=O)=C2C)=CC=C1,2
1188,31.303497,35.899162,new,5.958607315,N[C@@H](C)C(N[C@H](C(N[C@]([H])(C(N[C@@H](CCSC)C(N[C@H](C(N[C@]([H])(C(N[C@@H](C)C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@]([H])(C(NCC(NCC(N[C@H](C(N[C@@H](C)C(N1CCC[C@H]1C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@@H](C)C(O)=O)=O)CC(C)C)=O)CCC(N)=O)=O)CCCCN)=O)CCCNC(N)=N)=O)=O)=O)CCCCN)=O)=O)=O)[C@H](O)C)=O)CO)=O)CCCCN)=O)CCCNC(N)=N)=O)=O)[C@H](O)C)=O)CCC(N)=O)=O)=O)[C@H](O)C)=O)CCCNC(N)=N)=O,2
1189,28.639198,38.41889,new,4.903089987,NC([C@@]([H])(NC([C@@H](NC([C@@H](NC([C@@H](NC([C@H](C)NC([C@@]([H])(NC([C@@H](NC([C@H](CCSC)NC([C@@]([H])(NC([C@@H](NC([C@@H]1CCCN1)=O)CCCNC(N)=N)=O)[C@H](O)C)=O)=O)CCC(N)=O)=O)[C@H](O)C)=O)=O)CCCNC(N)=N)=O)CCCCN)=O)CO)=O)[C@H](O)C)=O,2
